Category;Asset_ID;Name;Filename;Size;Format;Transparent;Tags;Variant/Rarity;Description;Prompt;Negative_Prompt;Priority;Status;Notes
Map Node Icon;map_shop;Werkstatt;map_shop.png;96x96;PNG alpha;Yes;;;brass gear with a coin in front of it;small steampunk map node icon, brass gear with a coin in front of it, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Map Node Icon;map_heal;Heilung;map_heal.png;96x96;PNG alpha;Yes;;;red heart inside brass-framed mechanism, repair-themed;small steampunk map node icon, red heart inside brass-framed mechanism, repair-themed, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Map Node Icon;map_event;Event;map_event.png;96x96;PNG alpha;Yes;;;question mark formed from brass pipes and rivets;small steampunk map node icon, question mark formed from brass pipes and rivets, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Particle Texture;particle_spark;spark;particle_spark.png;16x16;PNG alpha;Yes;;;bright warm amber spark with cross-shaped light rays, soft falloff;small particle texture for game effects, bright warm amber spark with cross-shaped light rays, soft falloff, centered on transparent background, single sprite frame --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P3;To Generate;
Particle Texture;particle_steam;steam;particle_steam.png;32x32;PNG alpha;Yes;;;soft white-blue steam cloud puff with diffuse edges;small particle texture for game effects, soft white-blue steam cloud puff with diffuse edges, centered on transparent background, single sprite frame --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P3;To Generate;
Particle Texture;particle_smoke;smoke;particle_smoke.png;32x32;PNG alpha;Yes;;;grayish-brown smoke puff with diffuse edges, warm undertone;small particle texture for game effects, grayish-brown smoke puff with diffuse edges, warm undertone, centered on transparent background, single sprite frame --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P3;To Generate;
Particle Texture;particle_oil_drop;oil_drop;particle_oil_drop.png;16x16;PNG alpha;Yes;;;dark glossy oil droplet with reflective highlight;small particle texture for game effects, dark glossy oil droplet with reflective highlight, centered on transparent background, single sprite frame --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P3;To Generate;
Particle Texture;particle_splinter;splinter;particle_splinter.png;16x16;PNG alpha;Yes;;;small angular metal shard with pointed ends;small particle texture for game effects, small angular metal shard with pointed ends, centered on transparent background, single sprite frame --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P3;To Generate;
Tower Visualization;tower_full_3floor;Turm komplett;tower_full_3floor.png;600x900 (or 1200x1800 for hi-res);PNG alpha;Yes;;;complete three-story steampunk workshop tower stacked vertically, stone foundation with brass rivets at bottom, wooden workshop floor with workbenches and pipes in middle, lighter wooden pinnacle with glass observatory at top, chimney with subtle steam emerging;steampunk workshop tower visualization, complete three-story steampunk workshop tower stacked vertically, stone foundation with brass rivets at bottom, wooden workshop floor with workbenches and pipes in middle, lighter wooden pinnacle with glass observatory at top, chimney with subtle steam emerging, hand-painted illustration, warm dark amber lighting, brass and copper accents, layered wood and stone materials, modular design suitable for game UI, transparent background, no characters, no text --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Tower Visualization;tower_floor_foundation;Etage Fundament;tower_floor_foundation.png;600x900 (or 1200x1800 for hi-res);PNG alpha;Yes;;;solid stone masonry foundation level of a steampunk workshop tower, big brass rivets and reinforcement struts, impression of stability and weight;steampunk workshop tower visualization, solid stone masonry foundation level of a steampunk workshop tower, big brass rivets and reinforcement struts, impression of stability and weight, hand-painted illustration, warm dark amber lighting, brass and copper accents, layered wood and stone materials, modular design suitable for game UI, transparent background, no characters, no text --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Tower Visualization;tower_floor_workshop;Etage Werkstatt;tower_floor_workshop.png;600x900 (or 1200x1800 for hi-res);PNG alpha;Yes;;;middle workshop floor of a steampunk tower, wooden panels with workbenches, pipes, brass fittings, productive activity feel;steampunk workshop tower visualization, middle workshop floor of a steampunk tower, wooden panels with workbenches, pipes, brass fittings, productive activity feel, hand-painted illustration, warm dark amber lighting, brass and copper accents, layered wood and stone materials, modular design suitable for game UI, transparent background, no characters, no text --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Tower Visualization;tower_floor_top;Etage Spitze;tower_floor_top.png;600x900 (or 1200x1800 for hi-res);PNG alpha;Yes;;;upper floor of a steampunk tower, lighter wooden construction with a glass observation window or telescope platform, airy and observant feel;steampunk workshop tower visualization, upper floor of a steampunk tower, lighter wooden construction with a glass observation window or telescope platform, airy and observant feel, hand-painted illustration, warm dark amber lighting, brass and copper accents, layered wood and stone materials, modular design suitable for game UI, transparent background, no characters, no text --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
